0, 1, 16, 200, 56, 56
1, 1, 16, 200, 56, 56
2, 1, 16, 200, 56, 56
3, 1, 16, 200, 56, 56
4, 1, 16, 200, 56, 56
5, 1, 16, 200, 56, 56
6, 1, 16, 200, 56, 56
7, 1, 184, 192, 56, 56
8, 1, 16, 200, 56, 56
9, 1, 24, 168, 56, 56
10, 1, 24, 168, 56, 56
11, 1, 16, 200, 56, 56
12, 1, 24, 168, 56, 56
13, 1, 200, 192, 56, 56
14, 1, 24, 168, 56, 56
15, 1, 200, 192, 56, 56
16, 1, 216, 208, 56, 56
17, 1, 24, 168, 56, 56
18, 1, 24, 168, 56, 56
19, 1, 208, 208, 56, 56
20, 1, 24, 168, 56, 56
21, 1, 24, 168, 56, 56
22, 1, 24, 168, 56, 56
23, 1, 24, 168, 56, 56
24, 1, 24, 168, 56, 56
25, 1, 200, 192, 56, 56
26, 1, 24, 168, 56, 56
27, 1, 24, 168, 56, 56
28, 1, 24, 168, 56, 56
29, 1, 24, 168, 56, 56
30, 1, 24, 168, 56, 56
31, 1, 24, 168, 56, 56
32, 1, 24, 168, 56, 56
33, 1, 24, 168, 56, 56
34, 1, 24, 168, 56, 56
35, 1, 24, 168, 56, 56
36, 1, 24, 168, 56, 56
37, 1, 24, 168, 56, 56
38, 1, 16, 200, 56, 56
39, 1, 200, 192, 56, 56
40, 1, 24, 168, 56, 56
41, 1, 24, 168, 56, 56
42, 1, 24, 168, 56, 56
43, 1, 184, 192, 56, 56
44, 1, 24, 168, 56, 56
45, 1, 24, 168, 56, 56
46, 1, 24, 168, 56, 56
47, 1, 24, 168, 56, 56
48, 1, 24, 168, 56, 56
49, 1, 200, 192, 56, 56
50, 1, 24, 168, 56, 56
51, 1, 200, 192, 56, 56
52, 1, 24, 168, 56, 56
53, 1, 200, 192, 56, 56
54, 1, 200, 192, 56, 56
55, 1, 24, 168, 56, 56
56, 1, 24, 168, 56, 56
57, 1, 24, 168, 56, 56
58, 1, 24, 168, 56, 56
59, 1, 24, 168, 56, 56
60, 1, 24, 168, 56, 56
61, 1, 24, 168, 56, 56
62, 1, 24, 168, 56, 56
63, 1, 24, 168, 56, 56
64, 1, 208, 208, 56, 56
65, 1, 216, 208, 56, 56
66, 1, 24, 168, 56, 56
67, 1, 24, 168, 56, 56
68, 1, 24, 168, 56, 56
69, 1, 24, 168, 56, 56
70, 1, 24, 168, 56, 56
71, 1, 24, 168, 56, 56
72, 1, 24, 168, 56, 56
73, 1, 24, 168, 56, 56
74, 1, 24, 168, 56, 56
75, 1, 24, 168, 56, 56
76, 1, 24, 168, 56, 56
77, 1, 24, 168, 56, 56
78, 1, 24, 168, 56, 56
79, 1, 24, 168, 56, 56
80, 1, 24, 168, 56, 56
81, 1, 24, 168, 56, 56
82, 1, 24, 168, 56, 56
83, 1, 24, 168, 56, 56
84, 1, 24, 168, 56, 56
85, 1, 24, 168, 56, 56
86, 1, 296, 192, 56, 56
87, 1, 24, 168, 56, 56
88, 1, 240, 224, 56, 56
89, 1, 296, 200, 56, 56
90, 1, 24, 168, 56, 56
91, 1, 24, 168, 56, 56
92, 1, 288, 192, 56, 56
93, 1, 208, 192, 56, 56
94, 1, 24, 168, 56, 56
95, 1, 280, 184, 56, 56
96, 1, 176, 224, 56, 56
97, 1, 176, 224, 56, 56
97, 1, 0, 200, 56, 56
98, 1, 0, 200, 56, 56
98, 1, 232, 160, 56, 56
99, 1, 208, 232, 56, 56
99, 1, 64, 232, 56, 56
99, 1, 0, 200, 56, 56
100, 1, 208, 232, 56, 56
100, 1, 64, 232, 56, 56
101, 1, 208, 224, 56, 56
102, 1, 208, 224, 56, 56
102, 1, 64, 224, 56, 56
103, 1, 208, 216, 56, 56
103, 1, 64, 224, 56, 56
104, 1, 208, 216, 56, 56
104, 1, 64, 224, 56, 56
105, 1, 64, 224, 56, 56
105, 1, 208, 208, 56, 56
105, 1, 136, 224, 56, 56
106, 1, 200, 208, 56, 56
106, 1, 64, 224, 56, 56
107, 1, 64, 216, 56, 56
107, 1, 200, 200, 56, 56
108, 1, 200, 200, 56, 56
108, 1, 64, 216, 56, 56
109, 1, 64, 216, 56, 56
109, 1, 200, 192, 56, 56
110, 1, 200, 192, 56, 56
110, 1, 64, 216, 56, 56
111, 1, 200, 192, 56, 56
111, 1, 256, 168, 56, 56
112, 1, 200, 184, 56, 56
112, 1, 72, 208, 56, 56
112, 1, 176, 224, 56, 56
112, 1, 256, 136, 56, 56
113, 1, 72, 208, 56, 56
113, 1, 200, 184, 56, 56
114, 1, 72, 208, 56, 56
114, 1, 192, 184, 56, 56
115, 1, 192, 176, 56, 56
115, 1, 72, 208, 56, 56
116, 1, 192, 176, 56, 56
116, 1, 168, 216, 56, 56
116, 1, 72, 200, 56, 56
117, 1, 192, 176, 56, 56
117, 1, 80, 200, 56, 56
117, 1, 128, 200, 56, 56
118, 1, 184, 176, 56, 56
118, 1, 80, 200, 56, 56
118, 1, 128, 200, 56, 56
119, 1, 184, 168, 56, 56
119, 1, 80, 192, 56, 56
120, 1, 184, 168, 56, 56
120, 1, 80, 192, 56, 56
120, 1, 240, 136, 56, 56
121, 1, 80, 192, 56, 56
121, 1, 240, 136, 56, 56
121, 1, 176, 168, 56, 56
121, 1, 128, 192, 56, 56
122, 1, 176, 168, 56, 56
122, 1, 240, 136, 56, 56
122, 1, 88, 192, 56, 56
123, 1, 176, 168, 56, 56
123, 1, 240, 136, 56, 56
124, 1, 88, 184, 56, 56
124, 1, 240, 136, 56, 56
124, 1, 176, 168, 56, 56
125, 1, 88, 184, 56, 56
125, 1, 168, 168, 56, 56
125, 1, 240, 136, 56, 56
126, 1, 168, 168, 56, 56
126, 1, 88, 184, 56, 56
126, 1, 240, 136, 56, 56
126, 1, 0, 152, 56, 56
127, 1, 168, 160, 56, 56
127, 1, 0, 152, 56, 56
127, 1, 240, 136, 56, 56
128, 1, 168, 160, 56, 56
128, 1, 0, 152, 56, 56
128, 1, 232, 136, 56, 56
129, 1, 0, 152, 56, 56
129, 1, 232, 136, 56, 56
129, 1, 168, 160, 56, 56
