19, 1, 86, 118, 56, 56
23, 1, 27, 141, 56, 56
24, 1, 28, 139, 56, 56
24, 1, 101, 156, 56, 56
25, 1, 29, 142, 56, 56
25, 1, 103, 155, 56, 56
26, 1, 35, 141, 56, 56
27, 1, 38, 141, 56, 56
27, 1, 107, 155, 56, 56
30, 1, 144, 160, 56, 56
31, 1, 212, 99, 56, 56
32, 1, 210, 100, 56, 56
33, 1, 202, 100, 56, 56
34, 1, 201, 99, 56, 56
35, 1, 200, 100, 56, 56
37, 1, 119, 135, 56, 56
38, 1, 119, 132, 56, 56
39, 1, 111, 98, 56, 56
40, 1, 126, 128, 56, 56
41, 1, 123, 129, 56, 56
42, 1, 123, 87, 56, 56
43, 1, 128, 125, 56, 56
44, 1, 128, 83, 56, 56
45, 1, 122, 83, 56, 56
56, 1, 247, 162, 56, 56
57, 1, 253, 162, 56, 56
62, 1, 138, 77, 56, 56
70, 1, 125, 46, 56, 56
71, 1, 140, 76, 56, 56
72, 1, 140, 78, 56, 56
73, 1, 144, 85, 56, 56
74, 1, 146, 81, 56, 56
75, 1, 146, 82, 56, 56
75, 1, 41, 178, 56, 56
76, 1, 148, 45, 56, 56
77, 1, 150, 42, 56, 56
78, 1, 150, 43, 56, 56
79, 1, 129, 91, 56, 56
80, 1, 148, 37, 56, 56
81, 1, 151, 61, 56, 56
82, 1, 137, 77, 56, 56
83, 1, 138, 77, 56, 56
84, 1, 140, 76, 56, 56
85, 1, 143, 75, 56, 56
86, 1, 141, 81, 56, 56
87, 1, 142, 76, 56, 56
88, 1, 147, 78, 56, 56
89, 1, 143, 75, 56, 56
90, 1, 141, 72, 56, 56
91, 1, 143, 65, 56, 56
92, 1, 145, 75, 56, 56
92, 1, 47, 161, 56, 56
93, 1, 53, 167, 56, 56
95, 1, 142, 65, 56, 56
98, 1, 60, 155, 56, 56
99, 1, 59, 156, 56, 56
99, 1, 141, 44, 56, 56
100, 1, 61, 154, 56, 56
100, 1, 108, 90, 56, 56
100, 1, 140, 50, 56, 56
101, 1, 63, 160, 56, 56
101, 1, 134, 73, 56, 56
102, 1, 66, 158, 56, 56
102, 1, 135, 72, 56, 56
103, 1, 68, 153, 56, 56
103, 1, 137, 47, 56, 56
104, 1, 66, 150, 56, 56
104, 1, 111, 85, 56, 56
105, 1, 67, 156, 56, 56
105, 1, 113, 84, 56, 56
106, 1, 69, 157, 56, 56
106, 1, 122, 84, 56, 56
107, 1, 124, 82, 56, 56
108, 1, 70, 155, 56, 56
108, 1, 126, 77, 56, 56
109, 1, 70, 155, 56, 56
109, 1, 143, 43, 56, 56
110, 1, 76, 144, 56, 56
111, 1, 71, 158, 56, 56
112, 1, 68, 152, 56, 56
113, 1, 71, 150, 56, 56
113, 1, 149, 39, 56, 56
114, 1, 72, 151, 56, 56
114, 1, 147, 38, 56, 56
115, 1, 80, 140, 56, 56
115, 1, 140, 45, 56, 56
116, 1, 81, 138, 56, 56
117, 1, 127, 148, 56, 56
118, 1, 129, 148, 56, 56
119, 1, 128, 148, 56, 56
120, 1, 119, 68, 56, 56
121, 1, 119, 43, 56, 56
122, 1, 141, 91, 56, 56
123, 1, 121, 73, 56, 56
124, 1, 141, 50, 56, 56
125, 1, 74, 133, 56, 56
126, 1, 119, 66, 56, 56
127, 1, 141, 71, 56, 56
128, 1, 124, 147, 56, 56
129, 1, 116, 59, 56, 56
130, 1, 117, 56, 56, 56
131, 1, 132, 79, 56, 56
132, 1, 174, 65, 56, 56
133, 1, 172, 68, 56, 56
134, 1, 153, 121, 56, 56
134, 1, 177, 73, 56, 56
135, 1, 169, 67, 56, 56
135, 1, 153, 115, 56, 56
136, 1, 257, 190, 56, 56
137, 1, 166, 65, 56, 56
138, 1, 170, 67, 56, 56
138, 1, 154, 115, 56, 56
139, 1, 162, 65, 56, 56
140, 1, 160, 65, 56, 56
140, 1, 152, 113, 56, 56
141, 1, 159, 59, 56, 56
142, 1, 158, 61, 56, 56
142, 1, 150, 117, 56, 56
143, 1, 159, 57, 56, 56
143, 1, 151, 113, 56, 56
144, 1, 155, 59, 56, 56
144, 1, 148, 114, 56, 56
145, 1, 146, 108, 56, 56
145, 1, 258, 188, 56, 56
145, 1, 154, 52, 56, 56
146, 1, 147, 110, 56, 56
146, 1, 258, 187, 56, 56
146, 1, 155, 54, 56, 56
147, 1, 154, 54, 56, 56
147, 1, 146, 110, 56, 56
148, 1, 161, 53, 56, 56
148, 1, 145, 109, 56, 56
149, 1, 163, 53, 56, 56
150, 1, 157, 49, 56, 56
150, 1, 141, 105, 56, 56
151, 1, 159, 50, 56, 56
151, 1, 143, 114, 56, 56
152, 1, 163, 43, 56, 56
153, 1, 141, 188, 56, 56
154, 1, 160, 46, 56, 56
155, 1, 142, 188, 56, 56
157, 1, 242, 98, 56, 56
158, 1, 242, 97, 56, 56
159, 1, 242, 96, 56, 56
160, 1, 144, 93, 56, 56
161, 1, 127, 160, 56, 56
161, 1, 241, 94, 56, 56
161, 1, 189, 137, 56, 56
162, 1, 149, 95, 56, 56
162, 1, 127, 160, 56, 56
162, 1, 233, 93, 56, 56
163, 1, 150, 95, 56, 56
163, 1, 127, 168, 56, 56
163, 1, 233, 92, 56, 56
164, 1, 153, 85, 56, 56
165, 1, 235, 92, 56, 56
165, 1, 127, 166, 56, 56
166, 1, 129, 159, 56, 56
166, 1, 235, 91, 56, 56
167, 1, 129, 159, 56, 56
168, 1, 131, 159, 56, 56
168, 1, 171, 191, 56, 56
168, 1, 237, 91, 56, 56
169, 1, 135, 159, 56, 56
170, 1, 136, 159, 56, 56
171, 1, 137, 159, 56, 56
171, 1, 150, 74, 56, 56
172, 1, 136, 158, 56, 56
172, 1, 229, 90, 56, 56
173, 1, 136, 158, 56, 56
173, 1, 234, 90, 56, 56
174, 1, 137, 157, 56, 56
174, 1, 234, 90, 56, 56
175, 1, 138, 157, 56, 56
176, 1, 138, 156, 56, 56
177, 1, 151, 70, 56, 56
178, 1, 140, 154, 56, 56
178, 1, 150, 70, 56, 56
178, 1, 247, 171, 56, 56
179, 1, 147, 68, 56, 56
180, 1, 240, 173, 56, 56
180, 1, 137, 153, 56, 56
181, 1, 233, 169, 56, 56
181, 1, 134, 153, 56, 56
182, 1, 134, 151, 56, 56
182, 1, 240, 171, 56, 56
183, 1, 231, 168, 56, 56
184, 1, 230, 168, 56, 56
184, 1, 133, 150, 56, 56
185, 1, 235, 167, 56, 56
186, 1, 234, 167, 56, 56
187, 1, 234, 168, 56, 56
188, 1, 226, 163, 56, 56
189, 1, 234, 167, 56, 56
190, 1, 226, 169, 56, 56
191, 1, 230, 166, 56, 56
192, 1, 107, 95, 56, 56
192, 1, 232, 168, 56, 56
193, 1, 115, 94, 56, 56
194, 1, 228, 161, 56, 56
195, 1, 231, 162, 56, 56
195, 1, 109, 94, 56, 56
196, 1, 224, 162, 56, 56
196, 1, 109, 94, 56, 56
197, 1, 230, 160, 56, 56
197, 1, 114, 151, 56, 56
198, 1, 30, 112, 56, 56
198, 1, 229, 160, 56, 56
198, 1, 110, 95, 56, 56
198, 1, 164, 170, 56, 56
199, 1, 228, 159, 56, 56
199, 1, 118, 95, 56, 56
200, 1, 228, 157, 56, 56
200, 1, 120, 95, 56, 56
201, 1, 226, 155, 56, 56
201, 1, 25, 112, 56, 56
202, 1, 31, 114, 56, 56
202, 1, 115, 147, 56, 56
202, 1, 225, 154, 56, 56
202, 1, 120, 96, 56, 56
203, 1, 32, 122, 56, 56
203, 1, 118, 147, 56, 56
203, 1, 225, 153, 56, 56
204, 1, 224, 151, 56, 56
205, 1, 33, 121, 56, 56
205, 1, 232, 151, 56, 56
206, 1, 226, 151, 56, 56
206, 1, 31, 116, 56, 56
207, 1, 32, 124, 56, 56
207, 1, 232, 149, 56, 56
208, 1, 35, 124, 56, 56
208, 1, 232, 149, 56, 56
209, 1, 167, 150, 56, 56
209, 1, 236, 154, 56, 56
210, 1, 230, 150, 56, 56
211, 1, 230, 151, 56, 56
211, 1, 170, 145, 56, 56
212, 1, 227, 150, 56, 56
212, 1, 42, 126, 56, 56
213, 1, 42, 128, 56, 56
213, 1, 235, 149, 56, 56
214, 1, 232, 153, 56, 56
215, 1, 229, 153, 56, 56
216, 1, 230, 152, 56, 56
216, 1, 44, 126, 56, 56
217, 1, 228, 148, 56, 56
217, 1, 40, 127, 56, 56
218, 1, 229, 152, 56, 56
218, 1, 40, 128, 56, 56
219, 1, 40, 129, 56, 56
