head0, 260, 72, 215
head0, 264, 87, 216
head0, 265, 82, 213
head0, 266, 89, 214
head0, 267, 100, 235
head0, 268, 123, 236
head0, 269, 126, 233
head0, 271, 109, 210
head0, 272, 104, 207
head0, 273, 111, 208
head0, 274, 114, 205
head0, 275, 137, 198
head0, 278, 140, 195
head0, 279, 123, 204
head0, 280, 126, 225
head0, 281, 157, 226
head0, 282, 168, 231
head0, 283, 175, 240
head0, 284, 178, 237
head0, 285, 177, 238
head0, 286, 156, 219
head0, 287, 155, 220
head0, 289, 158, 241
head0, 291, 149, 242
head0, 292, 128, 247
head0, 293, 127, 248
head0, 294, 114, 253
head0, 295, 121, 246
head0, 296, 124, 251
head0, 297, 131, 244
head0, 298, 126, 249
head0, 299, 133, 250
head0, 301, 128, 247
head0, 302, 127, 248
head0, 303, 122, 245
head0, 304, 145, 222
head1, 262, 225, 231
head1, 266, 221, 219
head1, 267, 213, 219
head1, 268, 217, 215
head1, 269, 209, 207
head1, 270, 205, 211
head1, 271, 206, 211
head1, 272, 205, 205
head1, 273, 201, 202
head1, 274, 201, 203
head1, 275, 198, 198
head1, 276, 195, 195
head1, 277, 193, 195
head1, 278, 194, 192
head1, 279, 189, 196
head1, 280, 187, 194
head1, 281, 189, 188
head1, 282, 187, 189
head1, 283, 181, 186
head1, 284, 179, 179
head1, 285, 181, 176
head1, 286, 179, 177
head1, 287, 181, 174
head1, 288, 179, 175
head1, 289, 179, 171
head1, 290, 175, 171
head1, 291, 175, 167
head1, 292, 179, 175
head1, 293, 179, 171
head1, 294, 175, 171
head1, 295, 175, 167
head1, 296, 179, 167
head1, 297, 179, 171
head1, 298, 175, 171
head1, 299, 175, 167
head1, 300, 179, 167
head1, 301, 179, 163
head1, 302, 175, 163
head1, 303, 175, 167
head1, 304, 179, 159
head1, 305, 179, 163
head1, 306, 175, 163
head1, 307, 175, 159
head1, 308, 179, 167
head1, 312, 179, 163
head1, 313, 175, 163
head1, 314, 175, 159
head1, 315, 179, 167
head1, 317, 179, 171
head1, 318, 175, 163
head1, 319, 175, 159
head1, 320, 171, 159
head1, 321, 171, 155
head1, 322, 175, 155
head1, 323, 175, 151
head1, 324, 179, 167
head1, 328, 163, 171
head2, 283, 281, 191
head2, 284, 275, 191
head2, 285, 277, 191
head2, 286, 267, 187
head2, 287, 269, 187
head2, 288, 262, 182
head2, 289, 264, 182
head2, 290, 261, 185
head2, 291, 264, 187
head2, 292, 255, 177
head2, 293, 258, 179
head2, 294, 255, 178
head2, 295, 261, 173
head2, 296, 255, 172
head2, 297, 253, 175
head2, 298, 247, 174
head2, 299, 245, 169
head2, 300, 247, 168
head2, 301, 245, 171
head2, 302, 247, 170
head2, 303, 245, 165
head2, 304, 247, 164
head2, 305, 245, 167
head2, 306, 247, 166
head2, 307, 245, 161
head2, 308, 239, 160
head2, 309, 245, 163
head2, 310, 247, 162
head2, 311, 245, 157
head2, 312, 239, 156
head2, 313, 245, 159
head2, 314, 239, 158
head2, 315, 237, 153
head2, 316, 239, 152
head2, 317, 237, 155
head2, 318, 239, 154
head2, 319, 237, 157
head2, 320, 239, 156
head2, 321, 237, 151
head2, 322, 239, 150
head2, 323, 237, 153
head2, 324, 231, 152
head2, 325, 237, 147
head2, 326, 231, 146
head2, 327, 229, 149
head2, 328, 231, 148
head2, 329, 229, 151
head2, 330, 231, 150
head2, 331, 229, 145
head2, 332, 231, 144
head2, 333, 229, 147
head2, 334, 223, 146
head2, 335, 229, 141
head2, 336, 223, 148
head2, 337, 229, 143
head2, 338, 223, 142
head2, 339, 229, 145
head2, 340, 223, 144
head2, 343, 205, 139
head2, 344, 199, 138
head3, 265, 36, 165
head3, 267, 44, 162
head3, 268, 40, 157
head3, 269, 42, 155
head3, 270, 44, 157
head3, 271, 47, 152
head3, 272, 50, 151
head3, 273, 51, 150
head3, 274, 54, 149
head3, 275, 55, 149
head3, 276, 52, 145
head3, 277, 61, 145
head3, 278, 58, 141
head3, 279, 59, 141
head3, 280, 64, 146
head3, 281, 68, 147
head3, 282, 70, 148
head3, 283, 70, 146
head3, 284, 74, 139
head3, 285, 74, 144
head3, 286, 78, 145
head3, 287, 81, 139
head3, 288, 88, 137
head3, 289, 86, 141
head3, 290, 88, 140
head3, 291, 89, 137
head3, 292, 93, 137
head3, 293, 98, 137
head3, 294, 102, 137
head3, 295, 97, 132
head3, 296, 96, 139
head3, 297, 99, 134
head3, 298, 98, 133
head3, 299, 101, 136
head3, 300, 100, 135
head3, 301, 95, 138
head3, 302, 102, 137
head3, 303, 97, 132
head3, 304, 96, 131
head3, 305, 99, 134
head3, 306, 98, 133
head3, 307, 101, 136
head3, 308, 100, 135
head3, 309, 95, 138
head3, 310, 94, 137
head3, 311, 97, 132
head3, 312, 96, 131
head3, 313, 99, 134
head3, 314, 98, 133
head3, 315, 93, 136
head3, 316, 92, 135
head3, 317, 95, 130
head3, 318, 94, 129
head3, 319, 97, 132
head3, 320, 96, 131
head3, 321, 91, 142
head3, 322, 90, 141
head3, 323, 93, 128
head3, 324, 92, 127
head3, 325, 95, 122
head3, 326, 94, 121
head3, 327, 97, 124
head3, 328, 96, 123
head3, 329, 99, 126
head3, 330, 98, 125
head3, 331, 93, 120
head3, 332, 100, 119
head3, 333, 95, 122
head3, 334, 94, 121
head3, 335, 97, 124
head3, 336, 96, 123
head3, 337, 99, 118
head3, 338, 98, 125
head3, 339, 101, 120
head3, 340, 100, 119
head3, 341, 103, 122
head3, 342, 102, 121
head3, 343, 97, 124
head3, 344, 104, 123
head3, 345, 99, 118
head3, 346, 98, 117
head3, 347, 101, 120
head3, 348, 100, 119
head3, 349, 103, 122
head3, 350, 102, 121
head3, 351, 105, 124
head3, 352, 104, 123
head3, 353, 99, 118
head3, 354, 98, 117
head3, 355, 101, 120
head3, 356, 100, 119
head3, 357, 103, 122
head3, 358, 102, 121
head3, 359, 97, 116
head3, 360, 104, 123
head3, 361, 99, 150
head4, 358, 224, 136
head4, 359, 223, 136
head4, 360, 222, 135
head4, 361, 213, 133
head4, 362, 212, 133
head4, 363, 210, 131
head4, 364, 208, 132
head4, 365, 206, 130
head4, 366, 204, 129
head4, 367, 202, 128
head4, 368, 203, 129
head4, 369, 205, 127
head4, 370, 204, 129
head4, 371, 203, 127
head4, 372, 198, 121
head4, 373, 200, 125
head4, 374, 198, 117
head4, 375, 192, 113
head4, 376, 198, 113
head4, 377, 192, 109
head4, 378, 202, 110
head4, 379, 200, 107
head4, 380, 198, 107
head4, 381, 194, 104
head4, 382, 195, 110
head4, 383, 194, 103
head4, 384, 192, 101
head4, 385, 194, 95
head4, 386, 192, 93
head4, 387, 194, 95
head4, 388, 193, 93
head4, 389, 188, 87
head4, 390, 187, 77
head4, 391, 189, 83
head4, 392, 185, 76
head4, 393, 185, 73
head4, 394, 181, 74
head4, 395, 181, 71
head4, 396, 185, 72
head4, 397, 185, 69
head4, 398, 181, 70
head4, 399, 181, 67
head4, 400, 177, 68
head4, 401, 177, 65
head4, 402, 173, 66
head4, 403, 173, 63
head4, 404, 169, 64
head4, 405, 145, 77
head5, 282, 70, 196
head5, 286, 83, 191
head5, 287, 81, 191
head5, 288, 83, 187
head5, 289, 86, 189
head5, 290, 94, 191
head5, 291, 90, 189
head5, 292, 101, 193
head5, 293, 98, 193
head5, 294, 102, 193
head5, 295, 102, 191
head5, 296, 105, 190
head5, 297, 109, 185
head5, 298, 106, 189
head5, 299, 113, 188
head5, 300, 108, 183
head5, 301, 111, 180
head5, 302, 107, 181
head5, 303, 114, 180
head5, 304, 115, 181
head5, 305, 112, 178
head5, 306, 113, 179
head5, 307, 110, 176
head5, 308, 111, 177
head5, 309, 108, 174
head5, 310, 109, 175
head5, 311, 114, 172
head5, 312, 115, 173
head5, 313, 112, 178
head5, 314, 113, 179
head5, 315, 110, 176
head5, 316, 111, 177
head5, 317, 116, 174
head5, 318, 115, 182
head5, 319, 118, 178
head5, 320, 117, 178
head5, 321, 112, 182
head5, 322, 119, 174
head5, 323, 114, 178
head5, 324, 113, 178
head5, 325, 116, 174
head5, 326, 115, 174
head5, 327, 118, 178
head5, 328, 117, 178
head5, 329, 120, 174
head5, 330, 119, 174
head5, 331, 114, 178
head5, 332, 113, 178
head5, 333, 116, 174
head5, 334, 115, 174
head5, 335, 118, 178
head5, 336, 117, 170
head5, 337, 120, 174
head5, 338, 119, 174
head5, 339, 122, 170
head5, 340, 121, 170
head5, 341, 124, 166
head5, 342, 124, 173
head5, 343, 128, 168
head5, 344, 128, 167
head5, 345, 124, 170
head5, 346, 124, 169
head5, 347, 128, 164
head5, 348, 128, 171
head5, 349, 124, 166
head5, 350, 124, 173
head5, 351, 128, 168
head5, 352, 128, 167
head5, 353, 124, 170
head5, 354, 132, 169
head5, 355, 128, 164
head5, 356, 128, 171
head5, 357, 124, 174
head5, 358, 132, 165
head5, 359, 134, 171
head5, 360, 132, 165
head5, 361, 134, 163
head5, 362, 132, 165
head5, 363, 134, 163
head5, 364, 132, 165
head5, 365, 134, 163
head5, 366, 132, 169
head5, 367, 134, 163
head5, 368, 132, 161
head5, 369, 134, 159
head5, 370, 132, 161
head5, 371, 134, 158
head5, 372, 132, 159
head5, 373, 138, 161
head5, 374, 132, 151
head5, 375, 130, 153
head5, 376, 135, 157
head5, 377, 128, 149
head5, 378, 133, 153
head5, 379, 134, 145
head5, 380, 133, 152
head5, 381, 137, 148
head5, 382, 129, 140
head5, 383, 140, 142
head5, 384, 139, 141
head5, 385, 134, 140
head5, 386, 139, 141
head5, 387, 136, 138
head5, 388, 135, 141
head5, 389, 137, 138
head5, 390, 133, 131
head5, 391, 142, 128
head5, 392, 139, 128
