347,1,134,63,56,56,1.0
351,1,122,78,56,56,1.0
353,1,114,54,56,56,0.999999
354,1,106,86,56,56,0.999842
355,1,106,86,56,56,0.997907
356,1,90,86,56,56,1.0
366,1,74,126,56,56,1.0
367,1,70,127,56,56,1.0
367,1,86,183,56,56,0.940515
368,1,70,131,56,56,1.0
369,1,59,141,56,56,1.0
370,1,50,146,56,56,0.99998
370,1,122,55,56,56,0.871009
371,1,55,154,56,56,1.0
371,1,142,43,56,56,0.999982
372,1,50,155,56,56,1.0
373,1,38,154,56,56,1.0
374,1,34,158,56,56,1.0
375,1,28,159,56,56,1.0
376,1,26,160,56,56,1.0
377,1,30,170,56,56,1.0
378,1,24,170,56,56,1.0
379,1,59,191,56,56,0.554314
390,1,128,81,56,56,0.74252
391,1,125,73,56,56,0.983343
392,1,151,41,56,56,0.549976
393,1,125,73,56,56,0.842527
394,1,125,73,56,56,0.978262
395,1,125,73,56,56,0.996684
396,1,125,73,56,56,0.642086
397,1,125,84,56,56,0.992157
397,1,173,30,56,56,0.777659
398,1,126,41,56,56,0.987127
399,1,164,34,56,56,0.949844
400,1,163,36,56,56,0.999787
403,1,156,37,56,56,0.999651
404,1,156,30,56,56,0.999832
404,1,132,86,56,56,0.700605
405,1,155,37,56,56,0.999999
406,1,155,37,56,56,0.999992
407,1,146,44,56,56,1.0
407,1,130,100,56,56,0.539039
408,1,150,46,56,56,1.0
409,1,144,53,56,56,0.999996
414,1,141,68,56,56,1.0
424,1,153,101,56,56,1.0
425,1,154,106,56,56,0.999999
425,1,154,26,56,56,0.999874
427,1,150,126,56,56,0.521517
428,1,157,114,56,56,1.0
429,1,146,126,56,56,1.0
430,1,154,126,56,56,1.0
430,1,152,51,56,56,1.0
433,1,143,50,56,56,0.999999
434,1,161,144,56,56,1.0
434,1,146,66,56,56,0.999999
435,1,149,66,56,56,0.999996
436,1,167,148,56,56,1.0
436,1,151,52,56,56,0.999772
437,1,173,148,56,56,1.0
438,1,175,157,56,56,1.0
438,1,163,54,56,56,0.999965
439,1,181,167,56,56,0.999999
439,1,141,69,56,56,0.996757
440,1,180,163,56,56,1.0
440,1,125,23,56,56,0.999991
441,1,180,163,56,56,0.99999
441,1,140,75,56,56,0.999923
442,1,135,69,56,56,0.999185
442,1,191,165,56,56,0.998555
444,1,134,86,56,56,0.999885
444,1,185,171,56,56,0.994224
445,1,187,189,56,56,0.99987
445,1,133,90,56,56,0.998134
446,1,190,181,56,56,0.9999
446,1,127,34,56,56,0.999845
447,1,192,188,56,56,1.0
447,1,125,69,56,56,1.0
448,1,137,39,56,56,0.99639
449,1,186,194,56,56,0.999402
450,1,123,49,56,56,1.0
450,1,185,197,56,56,0.992743
451,1,124,50,56,56,1.0
451,1,187,197,56,56,0.996668
452,1,124,50,56,56,1.0
452,1,180,201,56,56,0.999677
453,1,123,46,56,56,1.0
453,1,182,213,56,56,0.999327
453,1,115,126,56,56,0.993044
454,1,132,55,56,56,1.0
454,1,182,214,56,56,0.975141
455,1,128,54,56,56,0.999999
455,1,108,131,56,56,0.999986
455,1,180,219,56,56,0.767028
456,1,106,126,56,56,1.0
456,1,128,52,56,56,1.0
457,1,105,134,56,56,0.999994
457,1,120,51,56,56,0.999957
458,1,103,138,56,56,1.0
458,1,120,55,56,56,0.999999
459,1,97,142,56,56,1.0
459,1,128,62,56,56,0.999753
460,1,94,146,56,56,1.0
460,1,128,64,56,56,1.0
461,1,124,61,56,56,1.0
461,1,93,146,56,56,0.993463
462,1,86,154,56,56,1.0
462,1,124,63,56,56,0.999995
463,1,87,162,56,56,1.0
464,1,85,165,56,56,1.0
465,1,86,166,56,56,1.0
466,1,82,172,56,56,0.999999
466,1,122,70,56,56,0.999361
467,1,80,178,56,56,1.0
468,1,76,182,56,56,1.0
469,1,74,188,56,56,0.986816
470,1,75,190,56,56,0.999933
471,1,72,200,56,56,1.0
471,1,134,74,56,56,1.0
472,1,69,202,56,56,1.0
472,1,120,93,56,56,0.946659
473,1,124,79,56,56,1.0
473,1,58,202,56,56,0.993695
474,1,65,206,56,56,0.998888
475,1,54,210,56,56,1.0
476,1,53,214,56,56,0.99997
477,1,51,224,56,56,0.99992
478,1,49,218,56,56,1.0
478,1,118,87,56,56,0.694216
479,1,43,230,56,56,1.0
480,1,42,233,56,56,1.0
481,1,30,236,56,56,1.0
484,1,143,120,56,56,1.0
485,1,143,128,56,56,0.988545
487,1,139,129,56,56,0.999622
490,1,173,71,56,56,0.997684
494,1,122,120,56,56,1.0
496,1,177,86,56,56,1.0
497,1,178,86,56,56,1.0
497,1,139,163,56,56,0.999558
499,1,179,88,56,56,1.0
499,1,122,44,56,56,1.0
499,1,122,132,56,56,1.0
500,1,128,133,56,56,1.0
500,1,188,89,56,56,1.0
500,1,118,54,56,56,1.0
501,1,128,143,56,56,1.0
501,1,184,96,56,56,1.0
501,1,111,55,56,56,1.0
502,1,136,146,56,56,1.0
502,1,113,57,56,56,1.0
502,1,185,97,56,56,1.0
503,1,136,142,56,56,1.0
503,1,116,66,56,56,1.0
503,1,188,106,56,56,1.0
503,1,164,34,56,56,0.814353
504,1,138,151,56,56,1.0
504,1,117,67,56,56,1.0
504,1,189,107,56,56,1.0
505,1,139,157,56,56,1.0
505,1,117,67,56,56,1.0
505,1,189,107,56,56,1.0
506,1,139,157,56,56,1.0
506,1,117,70,56,56,1.0
506,1,189,110,56,56,1.0
507,1,141,157,56,56,1.0
507,1,117,67,56,56,1.0
507,1,190,114,56,56,1.0
508,1,148,165,56,56,1.0
508,1,193,115,56,56,1.0
508,1,125,74,56,56,1.0
508,1,157,34,56,56,0.992086
509,1,142,166,56,56,1.0
509,1,117,81,56,56,1.0
509,1,191,116,56,56,1.0
510,1,143,161,56,56,1.0
510,1,117,82,56,56,1.0
511,1,117,84,56,56,1.0
511,1,141,164,56,56,1.0
511,1,192,118,56,56,1.0
511,1,160,46,56,56,0.935122
512,1,117,81,56,56,1.0
512,1,189,128,56,56,1.0
513,1,124,83,56,56,1.0
513,1,191,124,56,56,1.0
513,1,148,171,56,56,0.999912
514,1,116,87,56,56,1.0
514,1,188,135,56,56,1.0
515,1,142,180,56,56,1.0
515,1,124,89,56,56,1.0
515,1,194,130,56,56,1.0
516,1,122,93,56,56,1.0
516,1,194,141,56,56,1.0
516,1,146,181,56,56,1.0
517,1,114,98,56,56,1.0
517,1,194,138,56,56,1.0
517,1,154,186,56,56,1.0
518,1,153,194,56,56,1.0
518,1,113,102,56,56,1.0
518,1,193,150,56,56,1.0
519,1,144,194,56,56,1.0
519,1,117,96,56,56,1.0
519,1,192,154,56,56,0.990108
519,1,162,51,56,56,0.913652
520,1,146,193,56,56,1.0
520,1,111,103,56,56,1.0
521,1,135,197,56,56,1.0
521,1,111,102,56,56,1.0
521,1,191,157,56,56,0.999954
522,1,147,197,56,56,1.0
522,1,109,105,56,56,1.0
522,1,157,57,56,56,0.975461
523,1,107,105,56,56,1.0
523,1,146,198,56,56,0.999998
524,1,154,201,56,56,1.0
524,1,96,114,56,56,1.0
525,1,146,204,56,56,1.0
526,1,148,207,56,56,1.0
526,1,99,112,56,56,1.0
526,1,204,183,56,56,0.989302
527,1,140,216,56,56,1.0
527,1,104,110,56,56,1.0
528,1,143,213,56,56,1.0
528,1,94,122,56,56,1.0
529,1,144,222,56,56,1.0
529,1,91,131,56,56,1.0
530,1,144,224,56,56,1.0
530,1,88,132,56,56,1.0
530,1,161,88,56,56,0.896288
531,1,143,227,56,56,1.0
531,1,87,135,56,56,1.0
531,1,171,40,56,56,0.924835
531,1,162,84,56,56,0.909822
532,1,138,229,56,56,1.0
532,1,86,138,56,56,1.0
532,1,149,71,56,56,0.999459
533,1,142,231,56,56,1.0
533,1,86,141,56,56,1.0
533,1,146,77,56,56,0.964298
533,1,198,207,56,56,0.580652
534,1,87,136,56,56,1.0
534,1,140,234,56,56,0.998703
535,1,81,137,56,56,1.0
535,1,144,82,56,56,0.998795
535,1,156,229,56,56,0.995631
535,1,152,138,56,56,0.824526
536,1,82,149,56,56,1.0
536,1,151,140,56,56,0.997922
536,1,143,80,56,56,0.996461
536,1,135,204,56,56,0.980314
537,1,76,148,56,56,1.0
537,1,147,78,56,56,0.999818
537,1,132,204,56,56,0.9967
537,1,202,218,56,56,0.99417
537,1,149,147,56,56,0.970341
538,1,82,157,56,56,1.0
538,1,148,80,56,56,0.999986
538,1,122,213,56,56,0.997549
539,1,74,160,56,56,1.0
539,1,147,90,56,56,0.999168
540,1,74,162,56,56,1.0
540,1,144,92,56,56,0.999998
540,1,138,210,56,56,0.996892
540,1,159,32,56,56,0.994149
541,1,80,171,56,56,1.0
541,1,147,96,56,56,0.999749
541,1,136,219,56,56,0.769552
542,1,78,179,56,56,0.999999
542,1,155,40,56,56,0.999926
542,1,134,227,56,56,0.988227
542,1,147,96,56,56,0.908035
543,1,80,178,56,56,1.0
543,1,139,95,56,56,0.999901
544,1,82,180,56,56,1.0
544,1,151,103,56,56,0.999691
544,1,131,225,56,56,0.714154
545,1,73,190,56,56,1.0
545,1,143,98,56,56,1.0
546,1,71,194,56,56,0.999998
546,1,138,98,56,56,0.999945
546,1,135,218,56,56,0.70279
547,1,77,181,56,56,0.999904
547,1,137,101,56,56,0.999088
548,1,69,196,56,56,1.0
548,1,131,110,56,56,0.99997
549,1,59,204,56,56,1.0
549,1,160,52,56,56,0.999955
549,1,128,110,56,56,0.938395
550,1,55,206,56,56,1.0
550,1,159,49,56,56,0.73277
551,1,120,112,56,56,0.999898
551,1,61,213,56,56,0.999743
551,1,159,51,56,56,0.988796
552,1,60,209,56,56,1.0
552,1,114,108,56,56,1.0
552,1,166,39,56,56,0.952749
553,1,58,212,56,56,1.0
553,1,167,57,56,56,0.999356
553,1,121,110,56,56,0.998219
554,1,49,216,56,56,1.0
554,1,110,118,56,56,0.999989
554,1,159,42,56,56,0.991672
555,1,105,116,56,56,1.0
555,1,44,227,56,56,0.999999
555,1,156,74,56,56,0.998753
556,1,51,218,56,56,1.0
556,1,108,119,56,56,1.0
556,1,158,60,56,56,0.997009
556,1,140,159,56,56,0.965614
557,1,156,76,56,56,1.0
557,1,47,227,56,56,0.999996
557,1,100,121,56,56,0.99814
558,1,97,114,56,56,1.0
558,1,53,229,56,56,0.999996
559,1,161,46,56,56,0.999999
559,1,33,239,56,56,0.999993
559,1,93,124,56,56,0.999846
560,1,143,68,56,56,0.999963
560,1,39,234,56,56,0.99989
561,1,83,120,56,56,0.999999
561,1,157,53,56,56,0.999993
561,1,52,229,56,56,0.902057
562,1,33,231,56,56,0.995276
562,1,158,75,56,56,0.992874
562,1,106,146,56,56,0.894578
563,1,158,53,56,56,0.99742
563,1,95,148,56,56,0.807045
564,1,77,134,56,56,0.999986
564,1,157,69,56,56,0.993993
565,1,158,94,56,56,0.999986
566,1,158,94,56,56,0.999984
566,1,78,146,56,56,0.98238
567,1,159,97,56,56,1.0
568,1,157,94,56,56,1.0
569,1,68,144,56,56,1.0
569,1,157,86,56,56,0.999972
570,1,158,96,56,56,0.998851
571,1,158,97,56,56,1.0
572,1,153,98,56,56,1.0
572,1,64,159,56,56,0.9983
573,1,157,106,56,56,0.999996
573,1,62,153,56,56,0.999996
574,1,160,98,56,56,0.999998
574,1,60,156,56,56,0.999763
575,1,160,74,56,56,0.999996
575,1,54,163,56,56,0.995748
576,1,152,118,56,56,0.999614
576,1,54,156,56,56,0.991159
577,1,48,164,56,56,1.0
577,1,159,79,56,56,0.99963
578,1,142,103,56,56,1.0
578,1,43,164,56,56,0.915669
579,1,151,115,56,56,0.999363
579,1,42,157,56,56,0.998241
580,1,38,165,56,56,1.0
580,1,142,109,56,56,0.983006
581,1,148,118,56,56,0.999877
581,1,42,166,56,56,0.999793
582,1,33,168,56,56,0.999974
582,1,140,119,56,56,0.999238
583,1,131,114,56,56,0.999988
583,1,28,169,56,56,0.99992
584,1,24,170,56,56,0.999994
584,1,146,123,56,56,0.998119
585,1,25,173,56,56,1.0
585,1,148,134,56,56,0.99895
585,1,81,189,56,56,0.815294
586,1,20,175,56,56,1.0
586,1,146,132,56,56,0.999767
587,1,136,135,56,56,0.999996
587,1,18,177,56,56,0.999439
587,1,74,193,56,56,0.770726
588,1,17,177,56,56,0.999757
588,1,117,122,56,56,0.999255
588,1,65,193,56,56,0.970716
589,1,133,138,56,56,0.999676
590,1,132,151,56,56,0.999867
591,1,122,154,56,56,0.809676
592,1,129,154,56,56,0.99906
593,1,128,151,56,56,0.998306
594,1,121,62,56,56,1.0
594,1,120,152,56,56,0.999983
595,1,96,144,56,56,0.999998
595,1,148,63,56,56,0.980671
596,1,89,147,56,56,0.999965
596,1,148,73,56,56,0.994884
597,1,120,162,56,56,0.999998
597,1,150,108,56,56,0.865573
598,1,117,165,56,56,1.0
598,1,151,76,56,56,0.966885
600,1,115,160,56,56,0.999381
601,1,114,161,56,56,0.999706
602,1,87,164,56,56,0.999876
603,1,103,180,56,56,0.999995
604,1,142,77,56,56,1.0
604,1,110,180,56,56,0.999984
605,1,76,180,56,56,1.0
606,1,145,80,56,56,1.0
607,1,153,89,56,56,0.999997
608,1,139,38,56,56,1.0
608,1,127,90,56,56,0.995839
609,1,141,39,56,56,0.999668
609,1,152,91,56,56,0.99881
610,1,143,39,56,56,1.0
610,1,159,95,56,56,0.999852
611,1,153,97,56,56,1.0
611,1,144,38,56,56,0.999986
612,1,153,106,56,56,0.999999
612,1,154,38,56,56,0.999992
613,1,146,39,56,56,1.0
613,1,65,194,56,56,0.99995
613,1,154,95,56,56,0.99899
614,1,145,39,56,56,1.0
614,1,145,101,56,56,0.999505
615,1,154,102,56,56,1.0
615,1,145,47,56,56,1.0
616,1,144,39,56,56,1.0
616,1,160,103,56,56,1.0
